OwnerID,Name,Surname,StreetAddress,City,State,StateFull,ZipCode
4667,Rene,Brandt,,Flint,MI,Michigan,49855
2331,Valerie,Benton,,Lincoln Park,MI,Michigan,48607
6042,Tess,Marsh,,Dutton,MI,Michigan,48075
8094,Tia,Mercado,,Lansing,MI,Michigan,49503
5908,Makhi,Turner,,Farmington,MI,Michigan,48227
8875,Connor,Villanueva,,Pontiac,MI,Michigan,49503
6253,Shaun,Flores,,Michigan Center,MI,Michigan,48185
7069,Melanie,Mcguire,,Kalamazoo,MI,Michigan,49254
9871,Sage,Hodges,,Hudsonville,MI,Michigan,49503
7575,Easton,Shannon,,Warren,MI,Michigan,49855
2077,Reagan,Ingram,,Lansing,MI,Michigan,49077
6881,Leia,Pope,,Highland Park,MI,Michigan,48075
4506,Saniya,Graves,,Ann Arbor,MI,Michigan,49503
7555,Ty,Norman,,Grand Rapids,MI,Michigan,48911
1296,Lea,Kelly,,Bloomfield Township,MI,Michigan,48342
3272,Keon,Murray,,Grand Rapids,MI,Michigan,48034
5518,Valentino,Martin,,Detroit,MI,Michigan,48075
4233,Presley,Schmidt,,Southfield,MI,Michigan,48170
5150,Edward,Hurst,,Bloomfield Township,MI,Michigan,48075
8296,Tanner,Cooper,,Marquette,MI,Michigan,49503
6296,Amani,Roberson,,Grand Rapids,MI,Michigan,49503
6187,Esmeralda,Murillo,,Ann Arbor,MI,Michigan,48203
8718,Neil,Jensen,,Marquette,MI,Michigan,48104
8297,Madelynn,Patrick,,Southfield,MI,Michigan,48184
6413,Aliyah,Harrison,,Bridgman,MI,Michigan,48823
1230,Alyssa,Silva,,Detroit,MI,Michigan,48933
8429,Jaycee,Leon,,Commerce,MI,Michigan,48336
9826,Cordell,Duarte,,Lansing,MI,Michigan,48034
3704,Heath,Goodwin,,Southfield,MI,Michigan,49316
1161,Eden,Barker,,Saginaw,MI,Michigan,48226
6033,Brogan,Hickman,,Ann Arbor,MI,Michigan,49426
8498,Kane,Grant,,Detroit,MI,Michigan,48075
9544,Jadyn,Conner,,Saginaw,MI,Michigan,48203
7594,Norah,Cooke,,Grand Rapids,MI,Michigan,48075
6958,Jonas,Miranda,,Dutton,MI,Michigan,48075
8553,Bradyn,Kane,,Southfield,MI,Michigan,49503
1675,Raiden,Thompson,,Farmington Hills,MI,Michigan,48150
9442,Colton,Fernandez,,Clam River,MI,Michigan,49855
8597,Miles,Ferguson,,East Lansing,MI,Michigan,48219
4393,Leon,Dean,,Kalamazoo,MI,Michigan,49254
8852,Beau,Meyer,,Bloomfield Township,MI,Michigan,48342
5664,Charlotte,Joseph,,Marquette,MI,Michigan,48034
7825,Santiago,Day,,Southfield,MI,Michigan,48075
1576,Kassidy,Romero,,Ann Arbor,MI,Michigan,48066
8368,Dallas,Davies,,Marquette,MI,Michigan,49855
9468,Juliana,Irwin,,Oshtemo,MI,Michigan,48075
9868,Heaven,Booth,,Southfield,MI,Michigan,48823
7766,Cannon,Banks,,Warren,MI,Michigan,49503
4500,Pedro,Gillespie,,Grand Rapids,MI,Michigan,48302
2768,Charlie,Fritz,,Grand Rapids,MI,Michigan,48302
9359,Heather,Schroeder,,Southfield,MI,Michigan,49503
4995,Sammy,Calhoun,,Plymouth,MI,Michigan,48066
4256,Brady,Navarro,,Detroit,MI,Michigan,49426
1989,Scarlett,Carson,,Bridgman,MI,Michigan,48075
2989,Darwin,Chaney,,Southfield,MI,Michigan,48306
1971,Thalia,Gates,,Pontiac,MI,Michigan,48015
9575,Stanley,Jordan,,Saginaw,MI,Michigan,49612
8869,Patrick,Woods,,Marquette,MI,Michigan,48075
2561,Scarlet,Dickson,,Southfield,MI,Michigan,48146
7356,Kale,Singh,,Kalamazoo,MI,Michigan,49503
2459,Kaley,Green,,Kalamazoo,MI,Michigan,48302
1428,Ray,Suarez,,Kalamazoo,MI,Michigan,48607
2590,Khalil,Hudson,,Southfield,MI,Michigan,49503
7901,Ingrid,Woodward,,Clam River,MI,Michigan,48146
4809,Arabella,Preston,,Marquette,MI,Michigan,48226
2270,Adrian,Ochoa,,Lansing,MI,Michigan,48150
4870,Brendon,Singleton,,Grand Ledge,MI,Michigan,48837
